Grupo Vehiculo;Placa;digito;Codigo SII;Año Vehículo;Tasacion;Tipo de Pago;Valor_Neto;Valor_IPC;Valor_Multa;Valor Pagado;Forma Pago;Fecha_Pago;Año Permiso;Tipo Vehiculo;Marca;Modelo;Color;Transmisión;Tipo Combustible;Cilindrada;Equipamiento;Numero Puertas
Vehiculo Liviano;LTGV-14;0;CT176032920;2020;16431670;Presencial;189602;0;0;189602;1ra. Cuota;26-03-2024;2024;CAMIONETA;NISSAN;NP300;BLANCO;Mec;Diés;2300;Full;4
Vehiculo Liviano;HTZR-73;8;CT166006922;2022;15234192;Presencial;170314;0;0;170314;1ra. Cuota;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Dies;2400;Full;4
Vehiculo Liviano;SS-9580;5;SD111005799;1999;856347;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT 1.3 L;GRIS PLATA G4EHV354737;Mec;Benc;1300;Norm;4
Vehiculo Liviano;RDGV-56;6;SU018001321;2021;10606926;Presencial;100905;0;0;100905;1ra. Cuota;26-03-2024;2024;STATION WAGON;BAIC;X35;ROJO;Mec;Benc;1500;NULL;5
Vehiculo Liviano;CLJL-89;6;SD050022710;2010;2110371;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;AVEO SEDAN NB 1.4 MT BASE;GRIS URBAN;Mec;Benc;1400;Norm;4
Vehiculo Liviano;LWWR-68;5;HB050018020;2020;5704119;Presencial;37642;0;0;37642;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;CHEVROLET;ONIX;BLANCO;Mec;Benc;1400;Full;4
Vehiculo Liviano;XA-2723;8;CO050000103;2003;1293441;Presencial;32333;0;0;32333;Total;26-03-2024;2024;FURGON;CHEVROLET;COMBO;BLANCO;Mec;Diés;1700;Norm;2
Vehiculo Liviano;HXZT-22;K;HB132008616;2016;5681580;Presencial;74832;0;0;74832;Total;26-03-2024;2024;Hatchback;KIA MOTORS;RIO;NEGRO AURORA;Mec;Benc;1400;Full;4
Vehiculo Liviano;PPSH-58;7;NULL;2021;8809185;Presencial;147877;0;0;147877;Total;26-03-2024;2024;AUTOMOVIL;HYUNDAI;VERNA CB;AZUL;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;FLLC-13;K;CT176019213;2013;4811930;Presencial;57439;0;0;57439;Total;26-03-2024;2024;CAMIONETA;NISSAN;TERRANO DX 4X2;ROJO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;SJ-2004;4;VN111001898;1998;1890023;Presencial;32333;0;0;32333;Total;26-03-2024;2024;MINIBUS PARTICULAR;HYUNDAI;STAREX;BEIGE HEMP;Aut;Dies;2600;Full;4
Vehiculo Liviano;FBXH-77;4;HB229012114;2014;2075956;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;SUZUKI;ALTO;BLANCO;Mec;Benc;800;Full;4
Vehiculo Liviano;PBYW-26;0;SD197015021;2021;7278080;Presencial;53381;0;0;53381;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;RENAULT;SYMBOL;GRIS HIGHLAND;Mec;Benc;1600;NULL;4
Vehiculo Liviano;JBWY-98;5;CT079017417;2017;11122160;Presencial;108633;0;0;108633;1ra. Cuota;26-03-2024;2024;CAMIONETA;FORD;RANGER;ROJO BARI;Mec;Dies;3200;Equi;4
Vehiculo Liviano;FRBY-46;9;HB132004213;2013;2731024;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;KIA MOTORS;MORNING EX 1.2 MT DH AB;NEGRO;Mec;Benc;1200;Equi;4
Vehiculo Liviano;BPBB-60;K;SD176023908;2008;1902282;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;NISSAN;PLATINA;AZUL;Mec;Benc;1600;Equi;4
Vehiculo Liviano;TVX-027;8;NULL;2023;1994990;Presencial;32333;0;0;32333;Total;26-03-2024;2024;MOTO;HONDA;XR 150 L;ROJO;MEC;BENC;150;EQUI;0
Vehiculo Liviano;FRXH-26;4;CT166006013;2013;6879680;Presencial;98794;0;0;98794;Total;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;2500;Full;4
Vehiculo Liviano;CLGR-74;2;SD197013511;2011;1986755;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;RENAULT;LOGAN;GRIS PERLA;Mec;Benc;1600;Full;4
Vehiculo Liviano;XW-7335;9;SD166005807;2007;2792207;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;MITSUBISHI;LANCER;GRIS GRAFITO;Mec;Benc;1600;Full;4
Vehiculo Liviano;VF-4186;K;CT235003202;2002;2024905;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX D/C STD 4WD;BLANCO;Mec;Benc;2400;Norm;4
Vehiculo Liviano;GBCJ-27;0;CT160011514;2014;8744427;Presencial;145934;0;0;145934;Total;26-03-2024;2024;CAMIONETA;MAZDA;BT50;PLATEADO;Mec;Diés;2200;NULL;4
Vehiculo Liviano;RJJX-36;3;NULL;2022;10022600;Presencial;184279;0;0;184279;Total;26-03-2024;2024;FURGON;CHEVROLET;N400;BLANCO;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;DR-3924;1;CT176001892;1992;579818;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;NISSAN;KING-CAB;GRIS ACERO;Mec;Benc;2000;Norm;2
Vehiculo Liviano;CKKC-15;9;CT235011610;2010;5092630;Presencial;63053;0;0;63053;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Equi;4
Vehiculo Liviano;BRBC-23;0;CT166005308;2008;4431230;Presencial;49825;0;0;49825;Total;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;BLANCO FAIRY;Mec;Dies;3200;Equi;4
Vehiculo Liviano;CZJT-45;2;SD207006511;2011;2383869;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;SAMSUNG;SM3;BEIGE MINERAL;Mec;Benc;1600;Full;4
Vehiculo Liviano;HRFL-21;3;SU160005416;2016;8759093;Presencial;73187;0;0;73187;1ra. Cuota;26-03-2024;2024;STATION WAGON;MAZDA;CX5;NEGRO;Mec;Benc;2000;Full;4
Vehiculo Liviano;SHCR-58;4;SU117007923;2023;9648328;Presencial;86526;0;0;86526;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;JAC;JS2;BLANCO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;CLPK-32;8;HB052013710;2010;3851388;Presencial;38514;0;0;38514;Total;26-03-2024;2024;AUTOMOVIL;CITROEN;C4 1.6 16V 5 PTS.;BEIGE MATIVOIRE;Mec;Benc;1600;Full;4
Vehiculo Liviano;JJGL-30;4;HB229014917;2017;2775481;Presencial;16167;0;0;16167;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;SUZUKI;ALTO;AZUL METALICO;Mec;Benc;800;Equi;4
Vehiculo Liviano;DLPY-36;4;CT235013412;2012;8392327;Presencial;67686;0;0;67686;1ra. Cuota;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX DIESEL 4X4 FULL;ROJO SUPER;Mec;Dies;3000;Full;4
Vehiculo Liviano;UV-1060;4;SU229005101;2001;1766216;Presencial;32333;0;0;32333;Total;26-03-2024;2024;JEEP;SUZUKI;GRAND VITARA;ROJO BURDEO;Mec;Benc;1600;Equi;2
Vehiculo Liviano;AZ-7797;3;HB229002990;1990;630504;Presencial;32333;0;0;32333;Total;26-03-2024;2024;Hatchback;SUZUKI;SWIFT;BLANCO;Mec;Benc;1300;Norm;2
Vehiculo Liviano;JYVD-12;2;HB184022718;2018;9400560;Presencial;165618;0;0;165618;Total;26-03-2024;2024;AUTOMOVIL;PEUGEOT;308;BLANCO NACARADO;Mec;Dies;1600;Full;4
Vehiculo Liviano;BWHC-68;6;CT166004809;2009;4183847;Presencial;44877;0;0;44877;Total;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO BURDEO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;SDHD-40;6;HB077020322;2022;11782093;Presencial;118532;0;0;118532;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;FIAT;ARGO;NEGRO VULCANO;Mec;Benc;1300;NULL;4
Vehiculo Liviano;GXVD-11;2;SD050029415;2015;2990770;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;SAIL;BLANCO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;RBRK-11;K;CT091006121;2021;10330707;Presencial;96761;0;0;96761;1ra. Cuota;26-03-2024;2024;CAMIONETA;GREAT WALL;WINGLE7;GRIS;Mec;Dies;2000;NULL;4
Vehiculo Liviano;LRKG-51;2;SD111028420;2020;7680130;Presencial;57402;0;0;57402;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT;GRIS;NULL;NULL;NULL;NULL;0
Vehiculo Liviano;LSTY-22;0;CT235015720;2020;13931366;Presencial;150771;0;0;150771;1ra. Cuota;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Dies;2400;NULL;4
Vehiculo Liviano;GBKH-14;5;CT132005214;2014;7190480;Presencial;52505;0;0;52505;1ra. Cuota;26-03-2024;2024;CAMIONETA;KIA MOTORS;FRONTIER PUP 2.5 CRDI MEC;BLANCO INVIERNO;Mec;Dies;2500;Equi;2
Vehiculo Liviano;SHKD-33;8;NULL;2023;16753250;Presencial;392066;0;0;392066;Total;26-03-2024;2024;STATION WAGON;SUZUKI;XL7 1.5 GLX;NARANJO METALICO;MEC;BENC;1500;FULL;0
Vehiculo Liviano;RZWJ-69;3;CT268001522;2022;14341475;Presencial;183037;4040;17393;204470;2da. Cuota;26-03-2024;2023;CAMIONETA;ZX;TERRALORD;BLANCO;Mec;Dies;2500;NULL;4
Vehiculo Liviano;RVDP-56;2;CT160013422;2022;23029145;Presencial;321551;0;0;321551;1ra. Cuota;26-03-2024;2024;CAMIONETA;MAZDA;BT50;BLANCO;Aut;Dies;3000;NULL;4
Vehiculo Liviano;FRHS-16;2;CT235013313;2013;8367579;Presencial;134629;0;0;134629;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO SUPER;Mec;Dies;2500;Full;4
Vehiculo Liviano;LYZS-13;K;CT111006920;2020;15543627;Presencial;174955;0;0;174955;1ra. Cuota;26-03-2024;2024;CAMIONETA;HYUNDAI;PORTER;BLANCO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;PCKK-87;K;HB050019521;2021;6612184;Presencial;93444;0;0;93444;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;1200;NULL;4
Vehiculo Liviano;ZS-2282;7;SU077002406;2006;2078427;Presencial;32333;0;0;32333;Total;26-03-2024;2024;STATION WAGON;FIAT;PALIO;BLANCO;Mec;Benc;1800;Full;4
Vehiculo Liviano;WZ-6547;6;SD132009507;2007;2265182;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;KIA MOTORS;RIO;BLANCO INVIERNO;Mec;Benc;1400;Full;4
Vehiculo Liviano;KYYS-57;2;SU121008319;2019;15813027;Presencial;178996;0;0;178996;1ra. Cuota;26-03-2024;2024;STATION WAGON;JEEP;COMPASS;NEGRO METALICO;Aut;Benc;2400;NULL;4
Vehiculo Liviano;PW-5405;3;HB050006407;2007;2583768;Presencial;37830;1174;5771;44775;Total;26-03-2024;2023;Hatchback;CHEVROLET;AVEO;ROJO SUPER;Mec;Benc;1400;Full;4
Vehiculo Liviano;FHVB-42;1;HB132005613;2013;4054330;Presencial;42287;0;0;42287;Total;26-03-2024;2024;STATION WAGON;KIA MOTORS;SOUL;PLATEADO BRILLANTE;Mec;Benc;1600;Full;4
Vehiculo Liviano;TT-4609;8;CT050014400;2000;1688693;Presencial;16167;0;0;16167;1ra. Cuota;26-03-2024;2024;CAMIONETA;CHEVROLET;S10 4.3L EC AT/4WD 190HP;VERDE;Aut;Benc;4300;Full;2
Vehiculo Liviano;BSXP-88;K;SU032002109;2009;9196827;Presencial;79753;0;0;79753;1ra. Cuota;26-03-2024;2024;STATION WAGON;BMW;X3;GRIS CLARO METALICO;Aut;Benc;2500;Full;4
Vehiculo Liviano;JFJV-85;3;CT235015217;2017;12759427;Presencial;266384;0;0;266384;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Diés;2400;Full;4
Vehiculo Liviano;GVPC-64;0;CO077002714;2014;3829200;Presencial;19146;0;0;19146;1ra. Cuota;26-03-2024;2024;FURGON;FIAT;FIORINO;BLANCO;Mec;Dies;1300;Equi;4
Vehiculo Liviano;DVSW-98;K;SU229025312;2012;5171862;Presencial;64638;0;0;64638;Total;26-03-2024;2024;STATION WAGON;SUZUKI;GRAND NOMADE;GRIS OSCURO;Mec;Benc;2400;Full;4
Vehiculo Liviano;RTTC-61;2;HB229019222;2022;9276314;Presencial;80946;0;0;80946;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;SUZUKI;SWIFT;ROJO;Mec;Benc;1200;NULL;4
Vehiculo Liviano;RZKW-23;K;HB229018622;2022;6993382;Presencial;50534;0;0;50534;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;SUZUKI;SPRESSO;ROJO;Mec;Benc;1000;NULL;4
Vehiculo Liviano;RWWV-95;6;SU164001022;2022;9405027;Presencial;165752;0;0;165752;Total;26-03-2024;2024;STATION WAGON;MG;ZS;GRIS PLATA;Mec;Benc;1500;NULL;5
Vehiculo Liviano;BTVL-59;7;CO077000809;2009;1718217;Presencial;32333;0;0;32333;Total;26-03-2024;2024;FURGON;FIAT;FIORINO SIN VERSION;BLANCO;Mec;Benc;1300;Norm;2
Vehiculo Liviano;XN-4659;6;CT176016004;2004;2207873;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;NISSAN;D22 D/C DX DI.4X2 L2 513;    BLANCO;Mec;Dies;2700;Norm;4
Vehiculo Liviano;SLWJ-70;0;SU176023423;2023;14668621;Presencial;161830;0;0;161830;1ra. Cuota;26-03-2024;2024;STATION WAGON;NISSAN;KICKS;GRIS METALICO;Mec;Benc;1600;Full;4
Vehiculo Liviano;JPDJ-25;2;SD111028417;2017;5398280;Presencial;69166;0;0;69166;Total;26-03-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT RB SDN 1.4 6MT GL 2AB;BLANCO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;LCWV-82;1;CT176032419;2019;17231720;Presencial;411205;0;0;411205;Total;26-03-2024;2024;CAMIONETA;NISSAN;NP300;PLATEADO PLATA;Mec;Dies;2300;Full;4
Vehiculo Liviano;VX-8457;4;VN111007403;2003;2934774;Presencial;32333;0;0;32333;Total;26-03-2024;2024;STATION WAGON;HYUNDAI;TERRACAN;PLATEADO PLATA;Aut;Benc;3500;Full;4
Vehiculo Liviano;TCTZ-76;3;NULL;2024;25145171;Presencial;727743;0;0;727743;Total;26-03-2024;2024;CAMIONETA;HYUNDAI;PORTER 2.05 CRDI 6M/T GLS;BLANCO;MEC;DIES;2200;FULL;0
Vehiculo Liviano;GYXZ-68;K;CT160012516;2016;10732960;Presencial;205590;0;0;205590;Total;26-03-2024;2024;CAMIONETA;MAZDA;BT50;BLANCO;Mec;Diés;2200;NULL;4
Vehiculo Liviano;JZWH-81;4;CT079019218;2018;13757993;Presencial;296341;0;0;296341;Total;26-03-2024;2024;CAMIONETA;FORD;F150 XLT CC 4X2 3.5L;NEGRO;Aut;Benc;3500;Full;4
Vehiculo Liviano;GBKL-41;1;VN117000514;2014;5502780;Presencial;71256;0;0;71256;Total;26-03-2024;2024;MINIBUS;JAC;REFINE;BLANCO;Mec;Diés;1900;Full;4
Vehiculo Liviano;DHSP-38;2;SU064000212;2012;5295980;Presencial;67120;0;0;67120;Total;26-03-2024;2024;STATION WAGON;DODGE;CALIBER;AZUL OSCURO;Aut;Benc;2000;Full;4
Vehiculo Liviano;RKDJ-57;9;SD184024422;2022;10926860;Presencial;105704;0;0;105704;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;PEUGEOT;301;GRIS ARTENSE;Mec;Diés;1600;Full;4
Vehiculo Liviano;STSS-32;3;CT079019823;2023;21317822;Presencial;287325;0;0;287325;1ra. Cuota;26-03-2024;2024;CAMIONETA;FORD;RANGER;ROJO BARI;Mec;Diés;2200;NULL;4
Vehiculo Liviano;KLKG-22;7;SU225012218;2018;17540420;Presencial;211777;0;0;211777;1ra. Cuota;26-03-2024;2024;STATION WAGON;SSANGYONG;REXTON;PLATEADO;Aut;Diés;2200;NULL;4
Vehiculo Liviano;YP-5955;K;SD235013505;2005;2943694;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;TOYOTA;AVENSIS;VERDE OSCURO MICA;Aut;Benc;2000;Full;4
Vehiculo Liviano;KGXX-77;3;SU197009418;2018;6514780;Presencial;91496;0;0;91496;Total;26-03-2024;2024;STATION WAGON;RENAULT;DUSTER;BLANCO GLACIER;Mec;Benc;1600;NULL;4
Vehiculo Liviano;LWLK-43;4;CT235016120;2020;16016008;Presencial;182041;0;0;182041;1ra. Cuota;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Diés;2400;NULL;4
Vehiculo Liviano;GXLV-94;K;SU091002115;2015;4129261;Presencial;43786;0;0;43786;Total;26-03-2024;2024;AUTOMOVIL;GREAT WALL;HAVAL-M4;NARANJO COBRE;Mec;Benc;1500;Full;4
Vehiculo Liviano;JPCY-15;6;CT166006317;2017;15987660;Presencial;363231;0;0;363231;Total;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;VERDE METALIZADO;Mec;Dies;2400;Full;4
Vehiculo Liviano;JCLD-80;1;VN176006817;2017;12231827;Presencial;250556;0;0;250556;Total;26-03-2024;2024;STATION WAGON;NISSAN;X-TRAIL;GRIS METALICO;Aut;Benc;2500;Full;4
Vehiculo Liviano;VC-1692;6;HB160001502;2002;1632412;Presencial;16167;0;0;16167;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;MAZDA;323 HB GLX;VERDE OSCURO;Mec;Benc;1600;Equi;4
Vehiculo Liviano;KHJC-16;4;CT235015318;2018;11177227;Presencial;109459;0;0;109459;1ra. Cuota;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO METALICO;Mec;Dies;2400;Full;4
Vehiculo Liviano;LYYW-53;2;HB229018620;2020;6100380;Presencial;83208;0;0;83208;Total;26-03-2024;2024;AUTOMOVIL;SUZUKI;SPRESSO;PLATEADO PLATA;Mec;Benc;1000;NULL;4
Vehiculo Liviano;HTHR-98;7;SU235010516;2016;8611827;Presencial;141956;0;0;141956;Total;26-03-2024;2024;STATION WAGON;TOYOTA;RAV4;BLANCO PERLADO;Aut;Benc;2000;Full;4
Vehiculo Liviano;FGRL-66;9;SU050007913;2013;7029730;Presencial;101795;0;0;101795;Total;26-03-2024;2024;STATION WAGON;CHEVROLET;CAPTIVA;ROJO BURDEO METALICO;Mec;Dies;2200;Full;4
Vehiculo Liviano;DSVX-20;1;SD050022512;2012;2658538;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;AVEO SEDAN LS NB 1.4 MT ABS;GRIS URBAN;Mec;Benc;1400;Equi;4
Vehiculo Liviano;FYWG-50;2;SU176019213;2013;6301730;Presencial;43618;0;0;43618;1ra. Cuota;26-03-2024;2024;STATION WAGON;NISSAN;X-TRAIL X 4X4  6AB;PLATEADO PLATA;Aut;Benc;2500;Full;4
Vehiculo Liviano;RJWK-84;4;SD184024422;2022;10926860;Presencial;211407;0;0;211407;Total;26-03-2024;2024;AUTOMOVIL;PEUGEOT;301;GRIS PLATINUM;Mec;Diés;1600;Full;4
Vehiculo Liviano;HJYP-15;6;SU099000316;2016;6597530;Presencial;46576;0;0;46576;1ra. Cuota;26-03-2024;2024;STATION WAGON;HAVAL;H2;BLANCO MARFI;Mec;Benc;1500;NULL;4
Vehiculo Liviano;FSJG-93;9;SD050022513;2013;2940647;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;AVEO SEDAN LS NB 1.4 MT ABS;BURDEO METALICO;Mec;Benc;1400;Equi;4
Vehiculo Liviano;FVLD-55;3;HB111012913;2013;4721280;Presencial;55626;0;0;55626;Total;26-03-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT;PLATEADO;Aut;Benc;1600;Full;4
Vehiculo Liviano;WZ-8232;K;SD176021407;2007;2056494;Presencial;16167;0;0;16167;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;NISSAN;V16;ROJO PERLADO;Mec;Benc;1600;Norm;4
Vehiculo Liviano;KBYT-39;9;SU132017718;2018;10899660;Presencial;105296;0;0;105296;1ra. Cuota;26-03-2024;2024;STATION WAGON;KIA MOTORS;SPORTAGE;ROJO FUEGO;Mec;Benc;2000;Full;4
Vehiculo Liviano;JRXJ-62;8;HB229015317;2017;3770204;Presencial;37702;0;0;37702;Total;26-03-2024;2024;AUTOMOVIL;SUZUKI;ALTO K10 1.0 2AB GLX AC;AZUL METALICO;Mec;Benc;1000;Full;4
Vehiculo Liviano;NR-9232;8;SD235008796;1996;865268;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;TOYOTA;TERCEL XLI;VERDE;Mec;Benc;1500;Norm;4
Vehiculo Liviano;GFYS-21;2;CT166005714;2014;6344930;Presencial;44050;0;0;44050;1ra. Cuota;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;ROJO;Mec;Diés;2500;Full;4
Vehiculo Liviano;LLLJ-99;7;SD050032420;2020;5520754;Presencial;35808;0;0;35808;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;CHEVROLET;SPARK;BLANCO;Mec;Benc;1200;NULL;4
Vehiculo Liviano;GLXK-36;K;HB050015114;2014;2330249;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;CHEVROLET;SPARK LITE E5 1.0 MT;ROJO SOLAR;Mec;Benc;1000;Equi;4
Vehiculo Liviano;RYCY-86;3;SU106006122;2022;14525239;Presencial;159679;0;0;159679;1ra. Cuota;26-03-2024;2024;STATION WAGON;HONDA;WR-V;GRIS GRAFITO;Aut;Benc;1500;Full;4
Vehiculo Liviano;RB-8763;0;CT235003797;1997;1034753;Presencial;16167;0;0;16167;1ra. Cuota;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX C/S STD;VERDE;Mec;Benc;2400;Norm;2
Vehiculo Liviano;RYYZ-82;K;CT160013122;2022;21210537;Presencial;570358;0;0;570358;Total;26-03-2024;2024;CAMIONETA;MAZDA;BT50;BLANCO;Mec;Dies;3000;NULL;4
Vehiculo Liviano;SPXC-72;K;CO035000223;2023;7824696;Presencial;59171;0;0;59171;1ra. Cuota;26-03-2024;2024;CAMIONETA;BRILLIANCE;T30;BLANCO;Mec;Benc;1500;NULL;2
Vehiculo Liviano;BLSS-78;7;HB235003108;2008;2361658;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;TOYOTA;YARIS;BLANCO;Mec;Benc;1300;Equi;2
Vehiculo Liviano;KYYZ-39;2;CT176032719;2019;14207160;Presencial;154908;0;0;154908;1ra. Cuota;26-03-2024;2024;CAMIONETA;NISSAN;NP300;PLATEADO PLATA;Mec;Diés;2300;Full;4
Vehiculo Liviano;JDXZ-33;1;HB111009012;2012;4463223;Presencial;25233;0;0;25233;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;HYUNDAI;ACCENT;BLANCO;Aut;Benc;1600;Full;4
Vehiculo Liviano;LJ-6797;1;CT235003796;1996;970582;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;ROJO;Mec;Benc;2400;Norm;2
Vehiculo Liviano;SVXV-46;2;SU049007323;2023;12435959;Presencial;256680;0;0;256680;Total;26-03-2024;2024;STATION WAGON;CHERY;TIGGO 3 PRO;GRIS PLATA;Mec;Benc;1400;NULL;5
Vehiculo Liviano;DCRK-85;1;CT111005312;2012;5643080;Presencial;74062;0;0;74062;Total;26-03-2024;2024;CAMIONETA;HYUNDAI;PORTER HR STD CRDIA2 DC PS LWB;BLANCO;Mec;Dies;2500;Norm;4
Vehiculo Liviano;BLZC-70;8;CT235011608;2008;4481669;Presencial;50834;0;0;50834;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;BLANCO;Mec;Dies;2500;Equi;4
Vehiculo Liviano;PX-3919;6;CT235003797;1997;1034753;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;TOYOTA;HILUX;SILVER;Mec;Benc;2400;Norm;2
Vehiculo Liviano;CBPS-19;2;VN050003910;2010;6049274;Presencial;82186;0;0;82186;Total;26-03-2024;2024;STATION WAGON;CHEVROLET;CAPTIVA;BURDEO METALICO;Aut;Diés;2000;Full;4
Vehiculo Liviano;SWKJ-57;0;SU099003323;2023;11803525;Presencial;237707;0;0;237707;Total;26-03-2024;2024;STATION WAGON;HAVAL;JOLION;AZUL CIELO;Mec;Benc;1500;NULL;4
Vehiculo Liviano;KSKZ-34;9;HB235007718;2018;9421827;Presencial;83128;0;0;83128;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;TOYOTA;AURIS;GRIS MERCURIO METALICO;Aut;Benc;1600;Full;4
Vehiculo Liviano;PKBC-47;1;SD132019821;2021;8912738;Presencial;150983;0;0;150983;Total;26-03-2024;2024;AUTOMOVIL;KIA MOTORS;SOLUTO;ROJO PERSA;Mec;Benc;1400;NULL;4
Vehiculo Liviano;VG-7972;1;HB235001303;2003;1685933;Presencial;32333;0;0;32333;Total;26-03-2024;2024;AUTOMOVIL;TOYOTA;YARIS SPORT GLI;GRIS PLATA;Mec;Benc;1300;Full;2
Vehiculo Liviano;YN-6144;6;CT176020205;2005;2693927;Presencial;32333;0;0;32333;Total;26-03-2024;2024;CAMIONETA;NISSAN;TERRANO DX TDI 4X4;AZUL OSCURO PLA;Mec;Dies;3000;Equi;4
Vehiculo Liviano;RKKD-16;3;SU117005322;2022;8987193;Presencial;76609;0;0;76609;1ra. Cuota;26-03-2024;2024;AUTOMOVIL;JAC;S3;BLANCO;Mec;Benc;1600;NULL;4
Vehiculo Liviano;RCKJ-83;8;CT047001822;2022;16273820;Presencial;186445;0;0;186445;1ra. Cuota;26-03-2024;2024;CAMIONETA;CHANGAN;HUNTER;AZUL;Mec;Benc;1900;NULL;4
Vehiculo Liviano;SBSR-52;8;SU049001722;2022;8981826;Presencial;153056;0;0;153056;Total;26-03-2024;2024;STATION WAGON;CHERY;TIGGO2;NARANJO METALIZADO;Mec;Benc;1500;Full;4
Vehiculo Liviano;HFLZ-74;0;CT166006015;2015;8226593;Presencial;130399;0;0;130399;Total;26-03-2024;2024;CAMIONETA;MITSUBISHI;L200;GRIS PLATA;Mec;Dies;2500;Full;4
Vehiculo Liviano;BRYB-20;8;CT050026008;2008;4339577;Presencial;23996;0;0;23996;1ra. Cuota;26-03-2024;2024;CAMIONETA;CHEVROLET;LUV;ROJO PLANO;Mec;Diés;3000;Full;4
Vehiculo Liviano;BYKJ-82;3;VN227000909;2009;6817536;Presencial;97551;0;0;97551;Total;26-03-2024;2024;STATION WAGON;SUBARU;TRIBECA;PLATEADO PLATA QUARZO;Aut;Benc;3600;Full;4
Vehiculo Liviano;PW-3752;3;CT176020007;2007;3727792;Presencial;37278;0;0;37278;Total;26-03-2024;2024;CAMIONETA;NISSAN;TERRANO;ROJO METALICO;Mec;Dies;2500;Equi;4
